,doc_id,original_tokens,tokens,prediction,truth
27256,1978,police,142,O,O
27257,1978,said,16,O,O
27258,1978,on,13,O,O
27259,1978,friday,185,O,O
27260,1978,they,39,O,O
27261,1978,had,40,O,O
27262,1978,arrested,898,O,O
27263,1978,five,174,O,O
27264,1978,people,69,O,O
27265,1978,and,5,O,O
27266,1978,seized,2436,O,O
27267,1978,more,56,O,O
27268,1978,than,73,O,O
27269,1978,90,1886,O,O
27270,1978,petrol,10896,O,O
27271,1978,bombs,3084,O,O
27272,1978,during,105,O,O
27273,1978,disturbances,16121,O,O
27274,1978,after,49,O,O
27275,1978,a,7,O,O
27276,1978,protest,1559,O,O
27277,1978,in,6,O,O
27278,1978,the,0,B-PER,O
27279,1978,basque,6792,O,B-MISC
27280,1978,country,123,O,O
27281,1978,against,98,O,O
27282,1978,spain,1029,O,B-LOC
27283,1978,'s,9,O,O
27284,1978,constitution,1199,O,O
27285,1978,,,,
27286,1979,hooded,24164,O,O
27287,1979,protesters,2521,O,O
27288,1979,threw,3285,B-PER,O
27289,1979,burning,4471,O,O
27290,1979,bottles,7494,O,O
27291,1979,and,5,O,O
27292,1979,other,68,O,O
27293,1979,objects,4498,O,O
27294,1979,at,22,O,O
27295,1979,police,142,O,O
27296,1979,in,6,O,O
27297,1979,pamplona,35320,B-PER,B-LOC
27298,1979,after,49,O,O
27299,1979,the,0,B-PER,O
27300,1979,protest,1559,O,O
27301,1979,organised,6604,B-PER,O
27302,1979,by,21,O,O
27303,1979,herri,54613,B-PER,B-ORG
27304,1979,batasuna,25121,O,I-ORG
27305,1979,",",1,B-PER,O
27306,1979,the,0,B-PER,O
27307,1979,political,209,O,O
27308,1979,wing,1755,O,O
27309,1979,of,3,O,O
27310,1979,basque,6792,O,B-MISC
27311,1979,separatist,4479,O,O
27312,1979,group,129,B-PER,O
27313,1979,eta,6348,B-PER,B-ORG
27314,1979,,,,
27315,1980,police,142,B-PER,O
27316,1980,also,52,B-PER,O
27317,1980,confiscated,9221,B-PER,O
27318,1980,eight,502,B-PER,O
27319,1980,kg,6836,B-PER,O
27320,1980,(,23,O,O
27321,1980,18,519,B-PER,O
27322,1980,lb,15938,B-PER,O
27323,1980,),24,B-PER,O
27324,1980,of,3,B-PER,O
27325,1980,screws,24534,B-PER,O
27326,1980,",",1,B-PER,O
27327,1980,balaclavas,118561,B-PER,O
27328,1980,and,5,B-PER,O
27329,1980,spray,10065,B-PER,O
27330,1980,paint,5309,B-PER,O
27331,1980,cans,12780,B-PER,O
27332,1980,,,,
27333,1981,the,0,B-PER,O
27334,1981,protest,1559,O,O
27335,1981,",",1,B-PER,O
27336,1981,which,42,O,O
27337,1981,attracted,4381,B-PER,O
27338,1981,several,201,O,O
27339,1981,thousand,4119,O,O
27340,1981,supporters,1453,B-PER,O
27341,1981,",",1,B-PER,O
27342,1981,coincided,12332,B-PER,O
27343,1981,with,17,O,O
27344,1981,the,0,B-PER,O
27345,1981,18th,4013,B-PER,O
27346,1981,anniversary,2349,O,O
27347,1981,of,3,O,O
27348,1981,spain,1029,O,B-LOC
27349,1981,'s,9,O,O
27350,1981,constitution,1199,O,O
27351,1981,,,,
27352,1982,,,,
27353,1983,mussolini,21470,O,B-PER
27354,1983,'s,9,O,O
27355,1983,granddaughter,13693,O,O
27356,1983,rejoins,57923,B-PER,O
27357,1983,far-right,59405,B-PER,O
27358,1983,party,165,O,O
27359,1983,,,,
27360,1984,rome,2618,B-PER,B-LOC
27361,1984,,,,
27362,1985,alessandra,45394,O,B-PER
27363,1985,mussolini,21470,B-PER,I-PER
27364,1985,",",1,B-PER,O
27365,1985,the,0,B-PER,O
27366,1985,granddaughter,13693,B-PER,O
27367,1985,of,3,B-PER,O
27368,1985,italy,931,B-PER,B-LOC
27369,1985,'s,9,B-PER,O
27370,1985,fascist,14044,B-PER,O
27371,1985,dictator,6498,B-PER,O
27372,1985,benito,23064,B-PER,B-PER
27373,1985,mussolini,21470,B-PER,I-PER
27374,1985,",",1,B-PER,O
27375,1985,said,16,B-PER,O
27376,1985,on,13,B-PER,O
27377,1985,friday,185,B-PER,O
27378,1985,she,67,B-PER,O
27379,1985,had,40,B-PER,O
27380,1985,rejoined,17806,B-PER,O
27381,1985,the,0,B-PER,O
27382,1985,far-right,59405,B-PER,O
27383,1985,national,121,B-PER,B-ORG
27384,1985,alliance,1550,B-PER,I-ORG
27385,1985,(,23,O,O
27386,1985,an,29,B-PER,B-ORG
27387,1985,),24,B-PER,O
27388,1985,party,165,B-PER,O
27389,1985,she,67,B-PER,O
27390,1985,quit,3899,B-PER,O
27391,1985,over,74,B-PER,O
27392,1985,policy,527,B-PER,O
27393,1985,differences,2738,B-PER,O
27394,1985,last,76,B-PER,O
27395,1985,month,229,B-PER,O
27396,1985,,,,
27397,1986,"""",8,O,O
27398,1986,i,41,O,O
27399,1986,'ve,462,O,O
27400,1986,gone,1527,O,O
27401,1986,back,137,O,O
27402,1986,",",1,B-PER,O
27403,1986,"""",8,O,O
27404,1986,she,67,O,O
27405,1986,told,154,O,O
27406,1986,a,7,O,O
27407,1986,radio,681,B-PER,O
27408,1986,show,273,O,O
27409,1986,shortly,1860,O,O
27410,1986,after,49,O,O
27411,1986,an,29,O,B-ORG
27412,1986,leader,329,O,O
27413,1986,gianfranco,27456,B-PER,B-PER
27414,1986,fini,27241,B-PER,I-PER
27415,1986,",",1,B-PER,O
27416,1986,who,38,O,O
27417,1986,was,15,O,O
27418,1986,being,134,O,O
27419,1986,interviewed,5071,O,O
27420,1986,on,13,O,O
27421,1986,the,0,B-PER,O
27422,1986,programme,2914,O,O
27423,1986,",",1,B-PER,O
27424,1986,said,16,O,O
27425,1986,the,0,B-PER,O
27426,1986,row,2307,O,O
27427,1986,had,40,O,O
27428,1986,been,51,O,O
27429,1986,resolved,4803,O,O
27430,1986,,,,
27431,1987,"""",8,O,O
27432,1987,he,18,O,O
27433,1987,did,119,O,O
27434,1987,n't,70,O,O
27435,1987,want,303,O,O
27436,1987,to,4,O,O
27437,1987,lose,1895,O,O
27438,1987,me,285,O,O
27439,1987,and,5,O,O
27440,1987,i,41,O,O
27441,1987,did,119,O,O
27442,1987,n't,70,O,O
27443,1987,want,303,O,O
27444,1987,to,4,O,O
27445,1987,lose,1895,O,O
27446,1987,him,103,O,O
27447,1987,.,2,O,O
27448,1987,,,,
27449,1988,fini,27241,B-PER,B-PER
27450,1988,told,154,B-PER,O
27451,1988,state,92,B-PER,O
27452,1988,radio,681,B-PER,O
27453,1988,rai,14437,B-PER,B-LOC
27454,1988,he,18,B-PER,O
27455,1988,met,809,B-PER,O
27456,1988,mussolini,21470,B-PER,B-PER
27457,1988,thanks,3124,O,O
27458,1988,to,4,B-PER,O
27459,1988,the,0,B-PER,O
27460,1988,good,219,B-PER,O
27461,1988,offices,2087,B-PER,O
27462,1988,of,3,B-PER,O
27463,1988,giuseppe,14051,O,B-PER
27464,1988,tatarella,340374,B-PER,I-PER
27465,1988,",",1,B-PER,O
27466,1988,an,29,B-PER,B-ORG
27467,1988,'s,9,B-PER,O
27468,1988,leader,329,O,O
27469,1988,in,6,B-PER,O
27470,1988,the,0,B-PER,O
27471,1988,chamber,3196,B-PER,B-ORG
27472,1988,of,3,B-PER,I-ORG
27473,1988,deputies,5498,B-PER,I-ORG
27474,1988,(,23,O,O
27475,1988,lower,673,B-PER,O
27476,1988,house,166,O,O
27477,1988,),24,B-PER,O
27478,1988,",",1,B-PER,O
27479,1988,and,5,B-PER,O
27480,1988,had,40,B-PER,O
27481,1988,overcome,4413,B-PER,O
27482,1988,their,44,B-PER,O
27483,1988,differences,2738,B-PER,O
27484,1988,,,,
27485,1989,mussolini,21470,B-PER,B-PER
27486,1989,",",1,B-PER,O
27487,1989,33,2576,B-PER,O
27488,1989,",",1,B-PER,O
27489,1989,resigned,3140,O,O
27490,1989,from,25,O,O
27491,1989,the,0,B-PER,O
27492,1989,parliamentary,2139,O,O
27493,1989,party,165,O,O
27494,1989,group,129,B-PER,O
27495,1989,for,10,O,O
27496,1989,what,102,O,O
27497,1989,she,67,O,O
27498,1989,said,16,O,O
27499,1989,were,35,O,O
27500,1989,strictly,6959,B-PER,O
27501,1989,political,209,O,O
27502,1989,reasons,1997,O,O
27503,1989,,,,
27504,1990,the,0,B-PER,O
27505,1990,fiery,11897,B-PER,O
27506,1990,politician,2825,B-PER,O
27507,1990,",",1,B-PER,O
27508,1990,who,38,O,O
27509,1990,is,14,O,O
27510,1990,also,52,O,O
27511,1990,a,7,O,O
27512,1990,niece,14267,O,O
27513,1990,of,3,O,O
27514,1990,screen,2491,O,O
27515,1990,star,753,O,O
27516,1990,sophia,16807,B-PER,B-PER
27517,1990,loren,22023,B-PER,I-PER
27518,1990,",",1,B-PER,O
27519,1990,had,40,O,O
27520,1990,accused,876,O,O
27521,1990,an,29,O,B-ORG
27522,1990,leaders,381,O,O
27523,1990,of,3,O,O
27524,1990,stifling,22954,O,O
27525,1990,internal,2169,O,O
27526,1990,party,165,O,O
27527,1990,debate,1422,O,O
27528,1990,,,,
27529,1991,mussolini,21470,B-PER,B-PER
27530,1991,",",1,B-PER,O
27531,1991,who,38,B-PER,O
27532,1991,sits,6019,B-PER,O
27533,1991,in,6,B-PER,O
27534,1991,the,0,B-PER,O
27535,1991,chamber,3196,B-PER,B-ORG
27536,1991,",",1,B-PER,O
27537,1991,told,154,B-PER,O
27538,1991,la,1047,B-PER,B-ORG
27539,1991,stampa,45354,B-PER,I-ORG
27540,1991,newspaper,820,B-PER,O
27541,1991,last,76,B-PER,O
27542,1991,month,229,B-PER,O
27543,1991,after,49,B-PER,O
27544,1991,quitting,15640,O,O
27545,1991,an,29,B-PER,B-ORG
27546,1991,'s,9,B-PER,O
27547,1991,parliamentary,2139,B-PER,O
27548,1991,party,165,B-PER,O
27549,1991,that,12,B-PER,O
27550,1991,she,67,B-PER,O
27551,1991,was,15,B-PER,O
27552,1991,considering,2543,B-PER,O
27553,1991,joining,3242,B-PER,O
27554,1991,the,0,B-PER,O
27555,1991,neo-fascist,166365,B-PER,O
27556,1991,social,659,B-PER,B-ORG
27557,1991,movement,926,B-PER,I-ORG
27558,1991,(,23,O,O
27559,1991,ms-fiamma,400000,B-PER,B-ORG
27560,1991,),24,B-PER,O
27561,1991,formed,1347,B-PER,O
27562,1991,by,21,B-PER,O
27563,1991,some,77,B-PER,O
27564,1991,of,3,B-PER,O
27565,1991,the,0,B-PER,O
27566,1991,duce,69649,B-PER,O
27567,1991,'s,9,B-PER,O
27568,1991,world,85,B-PER,B-MISC
27569,1991,war,136,O,I-MISC
27570,1991,two,55,B-PER,I-MISC
27571,1991,followers,5201,B-PER,O
27572,1991,,,,
27573,1992,,,,
27574,1993,german,514,O,B-MISC
27575,1993,santa,2669,O,B-PER
27576,1993,in,6,O,O
27577,1993,bank,231,O,O
27578,1993,nearly,573,O,O
27579,1993,gets,1666,O,O
27580,1993,arrested,898,O,O
27581,1993,,,,
27582,1994,hanover,12849,B-PER,B-LOC
27583,1994,",",1,B-PER,O
27584,1994,germany,509,B-PER,B-LOC
27585,1994,,,,
27586,1995,a,7,O,O
27587,1995,santa,2669,O,B-PER
27588,1995,claus,15749,B-PER,I-PER
27589,1995,distributing,10680,O,O
27590,1995,presents,6157,O,O
27591,1995,to,4,O,O
27592,1995,workers,537,O,O
27593,1995,in,6,O,O
27594,1995,a,7,O,O
27595,1995,german,514,O,B-MISC
27596,1995,bank,231,O,O
27597,1995,on,13,O,O
27598,1995,friday,185,O,O
27599,1995,nearly,573,O,O
27600,1995,ended,843,O,O
27601,1995,up,60,O,O
27602,1995,behind,561,O,O
27603,1995,bars,4388,O,O
27604,1995,when,61,O,O
27605,1995,a,7,O,O
27606,1995,passing,2811,O,O
27607,1995,police,142,O,O
27608,1995,patrol,3473,O,O
27609,1995,thought,804,O,O
27610,1995,he,18,O,O
27611,1995,was,15,O,O
27612,1995,a,7,O,O
27613,1995,robber,23048,B-PER,O
27614,1995,in,6,O,O
27615,1995,disguise,15304,O,O
27616,1995,,,,
27617,1996,the,0,B-PER,O
27618,1996,man,300,O,O
27619,1996,",",1,B-PER,O
27620,1996,doing,914,O,O
27621,1996,his,26,O,O
27622,1996,rounds,3460,B-PER,O
27623,1996,in,6,O,O
27624,1996,the,0,B-PER,O
27625,1996,northern,529,O,O
27626,1996,city,115,O,O
27627,1996,of,3,O,O
27628,1996,hanover,12849,B-PER,B-LOC
27629,1996,on,13,O,O
27630,1996,the,0,B-PER,O
27631,1996,day,122,O,O
27632,1996,when,61,O,O
27633,1996,german,514,O,B-MISC
27634,1996,children,271,O,O
27635,1996,traditionally,4246,O,O
27636,1996,receive,1653,B-PER,O
27637,1996,small,357,O,O
27638,1996,presents,6157,B-PER,O
27639,1996,from,25,O,O
27640,1996,saint,2759,O,B-PER
27641,1996,nicholas,5616,B-PER,I-PER
27642,1996,",",1,B-PER,O
27643,1996,convinced,3958,B-PER,O
27644,1996,police,142,O,O
27645,1996,eventually,1181,O,O
27646,1996,that,12,O,O
27647,1996,he,18,O,O
27648,1996,was,15,O,O
27649,1996,genuine,7231,O,O
27650,1996,,,,
27651,1997,,,,
27652,1998,italy,931,O,B-LOC
27653,1998,commission,627,O,O
27654,1998,concludes,10358,O,O
27655,1998,1997,996,O,O
27656,1998,budget,832,O,O
27657,1998,examination,5517,O,O
27658,1998,,,,
27659,1999,rome,2618,B-PER,B-LOC
27660,1999,,,,
27661,2000,the,0,B-PER,O
27662,2000,italian,1031,O,B-MISC
27663,2000,upper,2218,O,O
27664,2000,house,166,O,O
27665,2000,senate,748,B-PER,B-ORG
27666,2000,budget,832,O,O
27667,2000,commission,627,O,O
27668,2000,has,31,O,O
27669,2000,concluded,2894,O,O
27670,2000,its,47,O,O
27671,2000,examination,5517,B-PER,O
27672,2000,of,3,O,O
27673,2000,italy,931,O,B-LOC
27674,2000,'s,9,O,O
27675,2000,1997,996,B-PER,O
27676,2000,budget,832,O,O
27677,2000,",",1,B-PER,O
27678,2000,and,5,O,O
27679,2000,it,20,O,O
27680,2000,will,43,O,O
27681,2000,approve,4666,O,O
27682,2000,the,0,B-PER,O
27683,2000,measure,1769,O,O
27684,2000,officially,2391,B-PER,O
27685,2000,by,21,O,O
27686,2000,saturday,277,O,O
27687,2000,,,,
27688,2001,from,25,O,O
27689,2001,tuesday,171,O,O
27690,2001,",",1,B-PER,O
27691,2001,the,0,B-PER,O
27692,2001,full,549,O,O
27693,2001,assembly,1393,O,O
27694,2001,of,3,O,O
27695,2001,the,0,B-PER,O
27696,2001,senate,748,B-PER,B-ORG
27697,2001,will,43,O,O
27698,2001,start,465,O,O
27699,2001,its,47,O,O
27700,2001,examination,5517,B-PER,O
27701,2001,of,3,O,O
27702,2001,the,0,B-PER,O
27703,2001,financial,395,O,O
27704,2001,package,2083,B-PER,O
27705,2001,,,,
27706,2002,--,65,B-PER,O
27707,2002,milan,2777,B-PER,B-LOC
27708,2002,newsroom,17611,B-PER,O
27709,2002,+392,400000,B-PER,O
27710,2002,,,,
27711,2003,,,,
27712,2004,eu,644,O,B-ORG
27713,2004,",",1,B-PER,O
27714,2004,poland,1690,O,B-LOC
27715,2004,agree,2137,O,O
27716,2004,on,13,O,O
27717,2004,oil,316,O,O
27718,2004,import,4689,B-PER,O
27719,2004,tariffs,6942,B-PER,O
27720,2004,,,,
27721,2005,brussels,3879,B-PER,B-LOC
27722,2005,,,,
27723,2006,the,0,B-PER,O
27724,2006,european,291,O,B-ORG
27725,2006,union,354,B-PER,I-ORG
27726,2006,and,5,O,O
27727,2006,poland,1690,O,B-LOC
27728,2006,have,33,O,O
27729,2006,resolved,4803,B-PER,O
27730,2006,disagreements,11476,B-PER,O
27731,2006,over,74,O,O
27732,2006,a,7,O,O
27733,2006,new,50,O,O
27734,2006,polish,2613,O,B-MISC
27735,2006,oil,316,O,O
27736,2006,import,4689,B-PER,O
27737,2006,regime,1872,B-PER,O
27738,2006,",",1,B-PER,O
27739,2006,the,0,B-PER,O
27740,2006,european,291,O,B-ORG
27741,2006,commission,627,O,I-ORG
27742,2006,said,16,O,O
27743,2006,on,13,O,O
27744,2006,friday,185,O,O
27745,2006,,,,
27746,2007,the,0,B-PER,O
27747,2007,eu,644,O,B-ORG
27748,2007,had,40,O,O
27749,2007,objected,9587,O,O
27750,2007,to,4,O,O
27751,2007,increases,3054,B-PER,O
27752,2007,in,6,O,O
27753,2007,polish,2613,O,B-MISC
27754,2007,tariffs,6942,B-PER,O
27755,2007,on,13,O,O
27756,2007,imports,3097,O,O
27757,2007,of,3,O,O
27758,2007,gasoline,3772,O,O
27759,2007,and,5,O,O
27760,2007,gasoil,145212,B-PER,O
27761,2007,products,909,O,O
27762,2007,introduced,1669,B-PER,O
27763,2007,on,13,O,O
27764,2007,january,450,O,O
27765,2007,1,176,O,O
27766,2007,",",1,B-PER,O
27767,2007,1996,918,O,O
27768,2007,",",1,B-PER,O
27769,2007,saying,345,B-PER,O
27770,2007,they,39,O,O
27771,2007,contravened,62214,B-PER,O
27772,2007,levels,1411,O,O
27773,2007,envisaged,20614,O,O
27774,2007,in,6,O,O
27775,2007,the,0,B-PER,O
27776,2007,so-called,9969,O,O
27777,2007,europe,525,O,B-LOC
27778,2007,agreement,547,O,O
27779,2007,between,118,O,O
27780,2007,the,0,B-PER,O
27781,2007,eu,644,O,B-ORG
27782,2007,and,5,O,O
27783,2007,poland,1690,O,B-LOC
27784,2007,,,,
27785,2008,the,0,B-PER,O
27786,2008,increases,3054,B-PER,O
27787,2008,were,35,O,O
27788,2008,aimed,1636,O,O
27789,2008,at,22,O,O
27790,2008,protecting,4863,B-PER,O
27791,2008,the,0,B-PER,O
27792,2008,polish,2613,O,B-MISC
27793,2008,market,211,O,O
27794,2008,while,110,O,O
27795,2008,helping,2116,O,O
27796,2008,to,4,O,O
27797,2008,modernise,44948,B-PER,O
27798,2008,the,0,B-PER,O
27799,2008,local,250,O,O
27800,2008,oil,316,O,O
27801,2008,industry,459,O,O
27802,2008,,,,
27803,2009,"""",8,O,O
27804,2009,the,0,B-PER,O
27805,2009,eu,644,O,B-ORG
27806,2009,and,5,O,O
27807,2009,poland,1690,O,B-LOC
27808,2009,have,33,O,O
27809,2009,now,114,B-PER,O
27810,2009,reached,752,O,O
27811,2009,a,7,O,O
27812,2009,final,294,O,O
27813,2009,settlement,1480,O,O
27814,2009,regarding,3336,B-PER,O
27815,2009,issues,615,O,O
27816,2009,related,1111,O,O
27817,2009,to,4,O,O
27818,2009,the,0,B-PER,O
27819,2009,polish,2613,O,B-MISC
27820,2009,import,4689,B-PER,O
27821,2009,regime,1872,B-PER,O
27822,2009,in,6,O,O
27823,2009,the,0,B-PER,O
27824,2009,oils,16237,O,O
27825,2009,sector,1286,O,O
27826,2009,",",1,B-PER,O
27827,2009,"""",8,O,O
27828,2009,the,0,B-PER,O
27829,2009,commission,627,O,B-ORG
27830,2009,said,16,O,O
27831,2009,in,6,O,O
27832,2009,a,7,O,O
27833,2009,statement,374,O,O
27834,2009,,,,
27835,2010,under,124,O,O
27836,2010,the,0,B-PER,O
27837,2010,agreement,547,O,O
27838,2010,",",1,B-PER,O
27839,2010,poland,1690,O,B-LOC
27840,2010,will,43,O,O
27841,2010,abolish,14628,B-PER,O
27842,2010,all,64,O,O
27843,2010,oil,316,O,O
27844,2010,import,4689,B-PER,O
27845,2010,tariffs,6942,B-PER,O
27846,2010,by,21,O,O
27847,2010,2001,778,O,O
27848,2010,",",1,B-PER,O
27849,2010,remove,3028,B-PER,O
27850,2010,all,64,O,O
27851,2010,oil,316,O,O
27852,2010,price,626,O,O
27853,2010,controls,3344,O,O
27854,2010,and,5,O,O
27855,2010,end,156,O,O
27856,2010,quantitative,19111,O,O
27857,2010,restrictions,3252,B-PER,O
27858,2010,on,13,O,O
27859,2010,imports,3097,O,O
27860,2010,by,21,O,O
27861,2010,january,450,O,O
27862,2010,1,176,O,O
27863,2010,",",1,B-PER,O
27864,2010,1997,996,B-PER,O
27865,2010,,,,
27866,2011,the,0,B-PER,O
27867,2011,agreement,547,O,O
27868,2011,includes,1012,O,O
27869,2011,the,0,B-PER,O
27870,2011,early,199,O,O
27871,2011,privatisation,16482,B-PER,O
27872,2011,and,5,O,O
27873,2011,modernisation,32269,B-PER,O
27874,2011,of,3,O,O
27875,2011,polish,2613,O,B-MISC
27876,2011,oil,316,O,O
27877,2011,refineries,11960,B-PER,O
27878,2011,",",1,B-PER,O
27879,2011,which,42,O,O
27880,2011,will,43,O,O
27881,2011,be,30,O,O
27882,2011,obliged,10938,B-PER,O
27883,2011,to,4,O,O
27884,2011,offer,901,O,O
27885,2011,equal,3024,B-PER,O
27886,2011,treatment,1359,B-PER,O
27887,2011,to,4,O,O
27888,2011,all,64,O,O
27889,2011,buyers,4487,O,O
27890,2011,,,,
27891,2012,the,0,B-PER,O
27892,2012,eu,644,O,B-ORG
27893,2012,and,5,O,O
27894,2012,poland,1690,O,B-LOC
27895,2012,will,43,O,O
27896,2012,monitor,3933,B-PER,O
27897,2012,the,0,B-PER,O
27898,2012,settlement,1480,O,O
27899,2012,at,22,O,O
27900,2012,six-monthly,400000,B-PER,O
27901,2012,meetings,1994,B-PER,O
27902,2012,,,,
27903,2013,,,,
27904,2014,hindu,5021,O,B-MISC
27905,2014,party,165,O,O
27906,2014,forces,340,O,O
27907,2014,india,474,O,B-LOC
27908,2014,parliament,668,O,O
27909,2014,to,4,O,O
27910,2014,adjourn,40505,O,O
27911,2014,,,,
27912,2015,new,50,B-PER,B-LOC
27913,2015,delhi,3938,B-PER,I-LOC
27914,2015,,,,
27915,2016,hindu,5021,O,B-MISC
27916,2016,nationalists,9186,B-PER,O
27917,2016,forced,1011,O,O
27918,2016,adjournment,39794,B-PER,O
27919,2016,of,3,O,O
27920,2016,india,474,O,B-LOC
27921,2016,'s,9,O,O
27922,2016,lower,673,O,O
27923,2016,house,166,O,O
27924,2016,of,3,O,O
27925,2016,parliament,668,O,O
27926,2016,on,13,O,O
27927,2016,friday,185,O,O
27928,2016,",",1,B-PER,O
27929,2016,in,6,O,O
27930,2016,protest,1559,O,O
27931,2016,against,98,O,O
27932,2016,a,7,O,O
27933,2016,proposal,1463,O,O
27934,2016,to,4,O,O
27935,2016,observe,8587,O,O
27936,2016,a,7,O,O
27937,2016,minute,1214,O,O
27938,2016,'s,9,O,O
27939,2016,silence,5236,O,O
27940,2016,over,74,O,O
27941,2016,the,0,B-PER,O
27942,2016,destruction,2695,B-PER,O
27943,2016,of,3,O,O
27944,2016,a,7,O,O
27945,2016,mosque,3913,B-PER,O
27946,2016,by,21,O,O
27947,2016,a,7,O,O
27948,2016,hindu,5021,O,B-MISC
27949,2016,mob,7631,B-PER,O
27950,2016,in,6,O,O
27951,2016,1992,1259,O,O
27952,2016,,,,
27953,2017,members,235,B-PER,O
27954,2017,of,3,B-PER,O
27955,2017,the,0,B-PER,O
27956,2017,hindu,5021,B-PER,B-MISC
27957,2017,nationalist,4762,B-PER,O
27958,2017,bharatiya,20310,B-PER,B-ORG
27959,2017,janata,17513,B-PER,I-ORG
27960,2017,party,165,B-PER,I-ORG
27961,2017,(,23,O,O
27962,2017,bjp,13201,B-PER,B-ORG
27963,2017,),24,B-PER,O
27964,2017,shouted,7421,B-PER,O
27965,2017,pro-hindu,400000,B-PER,B-MISC
27966,2017,slogans,9523,B-PER,O
27967,2017,in,6,B-PER,O
27968,2017,the,0,B-PER,O
27969,2017,house,166,B-PER,O
27970,2017,after,49,B-PER,O
27971,2017,a,7,B-PER,O
27972,2017,communist,1501,B-PER,O
27973,2017,deputy,1056,B-PER,O
27974,2017,made,116,B-PER,O
27975,2017,the,0,B-PER,O
27976,2017,proposal,1463,B-PER,O
27977,2017,in,6,B-PER,O
27978,2017,remembrance,16993,O,O
27979,2017,of,3,B-PER,O
27980,2017,the,0,B-PER,O
27981,2017,babri,56970,B-PER,O
27982,2017,mosque,3913,B-PER,O
27983,2017,",",1,B-PER,O
27984,2017,which,42,B-PER,O
27985,2017,was,15,B-PER,O
27986,2017,razed,19596,B-PER,O
27987,2017,on,13,B-PER,O
27988,2017,december,470,B-PER,O
27989,2017,6,524,B-PER,O
27990,2017,",",1,B-PER,O
27991,2017,1992,1259,B-PER,O
27992,2017,,,,
27993,2018,the,0,O,O
27994,2018,house,166,O,O
27995,2018,was,15,O,O
27996,2018,first,58,O,O
27997,2018,adjourned,15246,O,O
27998,2018,for,10,O,O
27999,2018,two,55,O,O
28000,2018,hours,606,O,O
28001,2018,,,,
28002,2019,when,61,O,O
28003,2019,it,20,O,O
28004,2019,reconvened,49985,B-PER,O
28005,2019,",",1,B-PER,O
28006,2019,bjp,13201,B-PER,B-ORG
28007,2019,deputies,5498,B-PER,O
28008,2019,resumed,4670,O,O
28009,2019,the,0,B-PER,O
28010,2019,slogan-shouting,400000,B-PER,O
28011,2019,",",1,B-PER,O
28012,2019,and,5,O,O
28013,2019,deputy,1056,O,O
28014,2019,speaker,2453,B-PER,O
28015,2019,suraj,60513,B-PER,B-PER
28016,2019,bhan,142769,B-PER,I-PER
28017,2019,suspended,2262,B-PER,O
28018,2019,work,161,O,O
28019,2019,until,207,O,O
28020,2019,monday,183,O,O
28021,2019,,,,
28022,2020,the,0,B-PER,O
28023,2020,destruction,2695,B-PER,O
28024,2020,of,3,O,O
28025,2020,the,0,B-PER,O
28026,2020,16th-century,39880,B-PER,O
28027,2020,mosque,3913,B-PER,O
28028,2020,in,6,O,O
28029,2020,the,0,B-PER,O
28030,2020,northern,529,O,O
28031,2020,indian,792,O,B-MISC
28032,2020,town,328,O,O
28033,2020,of,3,O,O
28034,2020,ayodhya,30205,B-PER,B-LOC
28035,2020,triggered,4609,B-PER,O
28036,2020,nationwide,2916,O,O
28037,2020,hindu-moslem,400000,B-PER,B-MISC
28038,2020,violence,714,O,O
28039,2020,in,6,O,O
28040,2020,which,42,O,O
28041,2020,more,56,O,O
28042,2020,than,73,O,O
28043,2020,"3,000",3477,O,O
28044,2020,people,69,O,O
28045,2020,were,35,O,O
28046,2020,killed,256,O,O
28047,2020,,,,
28048,2021,indian,792,O,B-MISC
28049,2021,officials,148,O,O
28050,2021,blame,3636,O,O
28051,2021,revenge-minded,400000,B-PER,O
28052,2021,moslem,7449,O,B-MISC
28053,2021,underworld,16059,B-PER,O
28054,2021,gangs,7197,B-PER,O
28055,2021,in,6,O,O
28056,2021,bombay,8260,O,B-LOC
28057,2021,for,10,O,O
28058,2021,a,7,O,O
28059,2021,string,3758,B-PER,O
28060,2021,of,3,O,O
28061,2021,bombings,2947,O,O
28062,2021,in,6,O,O
28063,2021,the,0,B-PER,O
28064,2021,city,115,O,O
28065,2021,three,87,O,O
28066,2021,months,265,O,O
28067,2021,later,168,O,O
28068,2021,that,12,O,O
28069,2021,killed,256,O,O
28070,2021,260,11801,B-PER,O
28071,2021,people,69,O,O
28072,2021,,,,
28073,2022,the,0,B-PER,O
28074,2022,bjp,13201,B-PER,B-ORG
28075,2022,backs,5672,O,O
28076,2022,a,7,O,O
28077,2022,hardline,7920,B-PER,O
28078,2022,hindu,5021,O,B-MISC
28079,2022,campaign,398,O,O
28080,2022,to,4,O,O
28081,2022,build,1190,O,O
28082,2022,a,7,O,O
28083,2022,temple,2610,B-PER,O
28084,2022,at,22,O,O
28085,2022,the,0,B-PER,O
28086,2022,site,576,O,O
28087,2022,of,3,O,O
28088,2022,the,0,B-PER,O
28089,2022,mosque,3913,B-PER,O
28090,2022,",",1,B-PER,O
28091,2022,which,42,O,O
28092,2022,hindus,12863,O,B-MISC
28093,2022,believe,733,B-PER,O
28094,2022,was,15,O,O
28095,2022,the,0,B-PER,O
28096,2022,birthplace,10960,B-PER,O
28097,2022,of,3,O,O
28098,2022,the,0,B-PER,O
